plan_id,plan_date,plant_id,yard_id,customer_id,region,product_cat,product_grade,priority_tier,priority_score,mode_pref,distance_km,rail_speed_kmph,transit_hours,lp_tph,lp_cutoff_active,lp_shift_util,effective_lp_tph,siding_slots,inventory_t,production_forecast_t,order_demand_t,sla_days,lead_days,rake_available,rake_type,wagons_available,wagon_type,route_block_hours,min_rake_tonnage,planned_qty_t,load_hours,siding_queue_hours,expected_demurrage,utilization_pct,terminal_cost,late_penalty_per_t_day,road_cost_per_t_km,rail_cost_total,road_cost_total,choose_rail_label,selected_for_rake_label,on_time_label
PLANDYUAJ2,28-03-2025,P_BSP,CMO_DELHI,CUST0059,North,Coil,CR,High,70.8,Rail,1736,31.6,58.4,1004,1,0.73,795.1,1,2475.8,562.1,2420.5,1,8,1,RT59,44,BOBRN,4,2750,2420.5,3.04,3.73,0,68.4,78747.52,179.5611449,1.525666622,4113225.79,6410832.84,1,0,0
PLANOBTCW6,14-02-2025,P_BSP,CMO_KOLKATA,CUST0005,East,Plate,TMT,Normal,24.8,Rail,450,36.2,8.4,1125.4,0,0.72,1047.7,5,2096.8,566.1,1820.5,3,5,0,RT59,43,BOBRN,1,2750,1820.5,1.74,5.16,0,51.4,92884.61,184.6860997,1.474134299,1095615.01,1207647.67,1,0,1
PLANJ2TIPL,19-04-2025,P_BSP,CMO_MUMBAI,CUST0128,West,Coil,HR,Normal,30.5,Rail,1522,29.3,54.5,1907.9,0,0.62,1726.7,3,2146.4,255,2660.5,1,4,1,RT59,39,BRN,0,2750,2299.4,1.33,10.84,20484.96,60,67149.15,122.7956359,1.594377993,4058949.23,5579823.61,1,0,0
PLANK5BOV3,02-03-2025,P_BSP,CMO_BHOPAL,CUST0306,Central,Coil,S1,Normal,36.5,Rail,180,50,6,1082.3,0,0.72,1007.6,1,1831,725.9,1723.7,5,8,0,RT58,69,BRN,5,2700,1723.7,1.71,7.45,16203.58,45.7,99825.18,153.5264606,1.627787684,696362.56,505047.17,0,0,1
PLAN036B3Y,01-09-2025,P_BSP,CMO_MUMBAI,CUST0050,West,Rod,HB,VIP,98.7,Rail,740,38.3,31,959,0,0.88,929.1,3,1275.1,561.4,3186.8,4,4,1,RT58,31,BOST,8,2700,1611.9,1.73,9.32,25106.21,46.3,75236.88,98.94010953,1.606032703,1651404.26,1915685.44,1,0,1
PLANQMPUYW,29-03-2025,P_BSP,CMO_CHENNAI,CUST0098,South,Plate,S1,Normal,57.8,Rail,1761,38.4,43.9,1115.2,1,0.93,931.4,5,5068.7,478.9,1716.7,6,3,1,RT58,52,BCNHL,6,2700,1716.7,1.84,8,21657.7,47.7,52913.06,255.1128867,1.663986304,3131169.32,5030411.47,1,0,1
PLAN6MXRF9,01-08-2025,P_BSP,CMO_DELHI,CUST0294,North,Rod,CR,VIP,98.3,Rail,1047,44.5,22.5,820.7,0,0.57,733.5,4,3411.1,822.2,1565.5,5,7,1,RT58,33,BRN,4,2700,1565.5,2.13,6.19,8477.77,41.5,81102.41,172.7562674,1.408817528,2294843.51,2309162.52,1,0,1
PLANCFWAWQ,01-07-2025,P_BSP,CMO_CHENNAI,CUST0184,South,Rod,A,Normal,77.7,Rail,322,35.6,13.7,1129.4,0,0.69,1042.2,5,1855.4,651.7,2031.3,7,1,1,RT59,44,BOST,1,2750,2031.3,1.95,5.26,0,57.4,98099.94,238.404793,1.7437467,1159483.58,1140547.4,0,0,1
PLAN4X6G4Y,02-05-2025,P_BSP,CMO_MUMBAI,CUST0053,West,Rod,HR,Normal,57.2,Rail,832,38.7,24.5,1218.1,0,0.91,1189.6,3,1884.6,237.1,959,7,3,1,MIX60,44,BOST,10,2850,959,0.81,6.19,7816.92,26.6,61673.39,145.3489383,1.68660934,1338526.28,1345725.35,1,0,1
PLANWKOODV,18-01-2025,P_BSP,CMO_MUMBAI,CUST0015,West,Coil,CR,Normal,50.2,Rail,591,35.5,14.5,1448.4,0,0.93,1424.2,2,2539,578.4,1966.6,5,3,1,RT45,69,BRN,5,2200,1966.6,1.38,0,0,67.2,78521.14,161.7414615,1.763820914,1218401.14,2050019.55,1,1,1
PLANMBO4KF,01-03-2025,P_BSP,CMO_CHENNAI,CUST0265,South,Coil,HB,Normal,31.3,Rail,928,29.5,33.9,1327.4,0,0.5,1161.7,2,958.3,747,1226.9,1,2,1,RT45,58,BRN,10,2200,1226.9,1.06,5.36,9120.78,41.9,68691.67,286.6605047,1.343255888,1792942.95,1529381.72,0,0,0
PLAN9OQKZ6,28-01-2025,P_BSP,CMO_KOLKATA,CUST0166,East,Coil,A,High,89.1,Rail,634,40.3,9.4,1236.4,0,0.54,1092.8,4,1130.4,361.1,2479.6,9,5,1,RT59,62,BOXN,1,2750,1347.1,1.23,9.02,17848.6,36.2,99920.01,228.5014221,1.821283203,1548716.78,1555487.68,1,0,1
PLANL6E2YE,03-11-2025,P_BSP,CMO_KOLKATA,CUST0112,East,Coil,HR,Normal,32.8,Rail,1198,46.2,27.3,1737.5,0,0.7,1606,3,586.3,940.4,2421.4,2,8,1,RT45,36,BOST,3,2200,1150.5,0.72,3.48,0,42.6,81736.94,180.0942776,1.691997437,1725446.93,2332078.38,1,0,1
PLAN38D1N1,18-04-2025,P_BSP,CMO_BHOPAL,CUST0324,Central,Plate,TMT,High,89.7,Rail,305,40.5,10.8,1350,0,0.56,1201.9,4,1592.5,830.3,1267.6,7,4,1,RT58,47,BCNHL,10,2700,1267.6,1.05,2.99,0,35.3,78432.17,166.5668988,1.366680917,975041.15,528383.44,0,0,1
PLANTP1LSJ,13-02-2025,P_BSP,CMO_BHOPAL,CUST0014,Central,Wire,A,High,81.2,Rail,1621,45.5,33.1,1558.8,0,0.82,1488.3,1,3695.7,450.1,1489,3,1,0,RT58,51,BOBRN,5,2700,1489,1,11.12,34691.78,42.8,71654.02,235.0314549,1.563339182,3069926.9,3773383.32,1,0,1
PLAN75VW2O,21-01-2025,P_BSP,CMO_KOLKATA,CUST0346,East,Coil,TMT,Normal,49.5,Rail,293,33.4,6.5,1422.8,0,0.92,1392.8,5,1526.6,1111.8,2478.9,6,2,1,RT59,54,BCNHL,0,2750,2193.7,1.58,12.25,34029.34,60,104285.04,175.3075967,1.66101196,844299.49,1067622.25,1,1,1
PLANXENFRR,28-01-2025,P_BSP,CMO_DELHI,CUST0195,North,Slab,S1,High,63.4,Rail,797,35.5,18.7,1549.1,0,0.88,1501,1,6730.9,1355,3164.2,5,5,1,RT58,33,BOST,1,2700,3164.2,2.11,8.21,13251.33,90.9,52920.89,171.0868626,1.903137694,3100970.54,4799460.91,1,0,1
PLANYBCN78,14-04-2025,P_BSP,CMO_MUMBAI,CUST0400,West,Coil,A,Normal,36.6,Rail,146,32.2,6,1486.9,1,0.6,1136.1,2,1392.2,771.7,1807.8,6,4,1,RT59,34,BOXN,5,2750,1807.8,1.59,0,0,48.6,74311.33,216.0299753,1.418025538,529332.92,374271.96,0,0,1
PLANHZFFGH,23-02-2025,P_BSP,CMO_DELHI,CUST0053,North,Rod,HB,VIP,104.4,Rail,475,42.2,13.7,1408.6,0,0.95,1390.4,5,2011.8,715.5,2382.1,5,6,1,RT58,41,BRN,7,2700,2382.1,1.71,11.93,51597.43,63.2,89237.1,193.7041392,2.2,1492280.74,2489294.5,1,0,1
PLANF3OBS0,23-02-2025,P_BSP,CMO_CHENNAI,CUST0013,South,Coil,HB,Normal,68.8,Rail,691,38.1,15.3,1352.4,1,0.53,1015.4,1,1530,672.5,2328.3,9,5,1,RT59,51,BOXN,4,2750,1933.5,1.9,1.52,0,52,84635.31,312.0737699,1.528705282,1941844.56,2042424.4,1,0,1
PLANSWV5QD,03-06-2025,P_BSP,CMO_DELHI,CUST0153,North,Slab,S1,High,105.2,Rail,1115,37.9,32.8,1571.4,0,0.67,1441.6,2,471.8,590,2333.4,8,3,1,MIX60,52,BCNHL,2,2850,825.8,0.57,1.32,0,22.2,54928.07,226.7942647,1.312014023,1318959.34,1208059.22,0,0,1
PLAN8C1AM0,04-10-2025,P_BSP,CMO_KOLKATA,CUST0187,East,Plate,CR,Normal,38.3,Rail,1340,44,29.4,1053.5,0,0.55,934.2,1,1532.8,425.6,191.3,1,2,1,RT59,33,BCNHL,10,2750,191.3,0.2,7.13,9203.38,5.2,90074.96,79.36057092,1.678028567,751975.62,430149.2,0,0,0
PLANIHDZSN,21-01-2025,P_BSP,CMO_DELHI,CUST0358,North,Coil,HB,Normal,74.1,Rail,849,37.2,26.5,1016.5,0,0.76,956.6,5,1091.4,846,1163.8,9,3,0,RT45,56,BOST,8,2200,1163.8,1.22,5.78,7729.35,43.1,65408.72,60,1.492068188,1398173.45,1474262.14,1,0,1
PLANOL8WKF,17-04-2025,P_BSP,CMO_DELHI,CUST0046,North,Rod,S1,Normal,35.6,Rail,1502,46.5,22,800.9,0,0.55,711,1,2081.3,495.3,2829.8,2,5,0,RT59,31,BOST,11,2750,2378.5,3.35,6.11,32544.73,67.2,92870.82,120.4882102,1.201720198,4482998.13,4293153.82,0,0,1
PLANF0ZADF,04-09-2025,P_BSP,CMO_MUMBAI,CUST0092,West,Plate,A,Normal,62.3,Rail,486,41.4,6,1331.1,1,0.87,1094.8,5,3887.4,0,1251.6,5,1,0,RT45,69,BRN,4,2200,1251.6,1.14,4.96,0,42.8,91881.26,164.2176089,1.829152997,984716.08,1112632.8,1,0,1
PLAN5JJ002,13-01-2025,P_BSP,CMO_DELHI,CUST0039,North,Rod,A,Normal,59.2,Rail,1004,37.8,21.5,1490.5,0,0.86,1436.8,1,1463.1,1612.6,1652.2,6,2,0,RT58,65,BOBRN,8,2700,1652.2,1.15,8.72,17852.21,47.5,59815.9,206.4675509,1.648684281,2259778.86,2734851.99,1,0,1
PLANJZ2KB6,26-02-2025,P_BSP,CMO_CHENNAI,CUST0182,South,Coil,A,High,73.9,Rail,1583,30.7,58.8,940.1,0,0.95,928.1,4,2259.3,1478.9,3179.5,1,4,1,RT58,48,BRN,2,2700,3146.6,3.39,4.82,6169.18,83.5,76848.01,306.9388459,1.90934834,4466506.22,9510593.54,1,1,0
PLAN7RIZ2H,18-02-2025,P_BSP,CMO_DELHI,CUST0165,North,Slab,HB,High,95.6,Rail,726,44,18.9,1018.9,0,0.57,908.2,1,1590.8,844.6,1456.6,7,4,1,RT59,37,BOST,2,2750,1456.6,1.6,1.78,0,41.1,67726.23,133.6794191,1.556117276,1666674.34,1645580.95,0,0,1
PLAN4Q4VTY,28-04-2025,P_BSP,CMO_CHENNAI,CUST0019,South,Coil,HB,Normal,54.6,Rail,301,41.7,6,1560.2,0,0.8,1480.5,1,3097.8,280.1,1896.2,8,5,1,RT58,55,BOXN,2,2700,1896.2,1.28,2.36,0,51.9,72371.56,138.6708793,1.401098674,861937.65,799685.75,0,0,1
PLANK1DE7F,23-02-2025,P_BSP,CMO_BHOPAL,CUST0182,Central,Rod,S1,High,61.7,Rail,1259,42,27.1,1373.6,0,0.74,1285.9,4,7103.8,1719.6,2095.1,1,4,1,RT59,44,BOST,4,2750,2095.1,1.63,10.99,25290.42,59.2,77753.37,150.2341019,1.368267601,2799621.12,3609121.73,1,0,0
PLANDR756S,01-10-2025,P_BSP,CMO_KOLKATA,CUST0185,East,Slab,HR,Normal,28.2,Rail,733,42.2,21,1362.7,0,0.64,1241.7,2,4407.1,1007.8,2617.1,4,4,1,RT58,35,BOBRN,0,2700,2617.1,2.11,4.72,0,75.2,55246.84,185.0350413,1.345888451,2262944.82,2581863.98,1,0,1
PLANSX82UF,22-02-2025,P_BSP,CMO_BHOPAL,CUST0324,Central,Coil,A,Normal,23.9,Rail,507,36.8,10.2,1303.7,0,0.95,1286.9,5,1249.2,653.3,2230,2,5,1,RT45,45,BRN,6,2200,1641.2,1.28,12.49,29711.64,56.1,60531.17,180.1174532,1.714312736,1022103.49,1426459.74,1,1,1
PLANL9MQ11,13-02-2025,P_BSP,CMO_MUMBAI,CUST0169,West,Wire,HR,Normal,24.4,Rail,1261,39.1,36.7,1147,0,0.94,1129.8,3,4140.6,1405.2,1439.8,5,5,1,MIX60,53,BOST,8,2850,1439.8,1.27,5.56,6393.94,40,82518.95,178.2194264,1.676213058,2307694.19,3043311.98,1,0,1
PLANPHLSQK,16-02-2025,P_BSP,CMO_KOLKATA,CUST0396,East,Rod,S1,High,61,Rail,1056,37.2,27.1,811.3,0,0.9,791.1,2,2164.9,401.8,1807.5,2,5,0,RT45,35,BCNHL,6,2200,1807.5,2.28,3.63,0,64.8,64757.53,272.6968927,1.412666983,2327492.33,2696385.72,1,0,0
PLAN7MEHZS,22-02-2025,P_BSP,CMO_DELHI,CUST0110,North,Coil,A,Normal,101.8,Rail,1519,47.5,39.7,1348,0,0.91,1318.8,5,3786,0,1641.2,9,1,1,RT45,44,BOBRN,1,2200,1641.2,1.24,10.52,31298.96,60.8,94691.61,129.1039634,1.48094848,2764544.34,3691979.09,1,0,1
PLAN8F093F,15-03-2025,P_BSP,CMO_DELHI,CUST0322,North,Plate,HB,Normal,68.4,Rail,1085,38.3,22.6,1732.9,0,0.69,1599.2,1,976.7,538.7,2434.8,9,4,1,RT58,32,BOXN,7,2700,1299.9,0.81,9.11,28525.09,35.6,73471.51,148.6073941,1.871632743,2491568.01,2639734.91,1,0,1
PLANL0ELLC,15-02-2025,P_BSP,CMO_CHENNAI,CUST0226,South,Rod,CR,High,73.3,Rail,1429,36.3,38.6,1274.8,0,0.57,1137.4,2,1714.4,1088,1769.9,5,4,1,MIX60,56,BOBRN,9,2850,1769.9,1.56,3.4,0,49.2,71130.06,84.84258023,1.677585878,3013782.69,4242928.56,1,0,1
PLANQSUGAB,13-01-2025,P_BSP,CMO_DELHI,CUST0063,North,Coil,A,High,57.1,Rail,450,47.9,6,914.1,1,0.88,753.6,1,2012.6,1711.7,1955.7,5,5,1,RT45,33,BOXN,35,2200,1955.7,2.6,10.05,86713.79,69,85487.5,60,1.818191345,1177476.02,1600126.57,1,0,1
PLANIMI0G8,02-06-2025,P_BSP,CMO_BHOPAL,CUST0289,Central,Coil,A,Normal,36.8,Rail,1447,47.3,40.4,1149.9,0,0.66,1053.5,2,1750.5,514.9,1465.6,4,7,0,MIX60,36,BOXN,2,2850,1465.6,1.39,7.17,6350.34,38.8,74759.19,168.7307777,1.676757986,2943726.96,3555939.56,1,0,1
PLANF9PRNN,04-12-2025,P_BSP,CMO_BHOPAL,CUST0377,Central,Coil,TMT,Normal,23.7,Rail,1365,41.4,33.1,1437.5,0,0.53,1268.9,2,2151.5,334.1,3202.8,1,3,1,RT59,67,BCNHL,19,2750,2352,1.85,4.08,21005.99,64.3,76082.93,60,1.751229809,3364187.17,5622288.28,1,0,0
PLANBETRLZ,24-01-2025,P_BSP,CMO_BHOPAL,CUST0088,Central,Plate,S1,VIP,109.6,Rail,1386,39.2,29.3,1467.2,0,0.88,1421.6,3,1692.7,813.1,1221.6,3,3,0,RT45,66,BOXN,3,2200,1221.6,0.86,6.43,1141.93,43.1,99287.25,155.1615708,1.634177175,2261985.59,2766886.82,1,0,1
PLANSCXCRH,01-02-2025,P_BSP,CMO_MUMBAI,CUST0104,West,Rod,HB,VIP,104.3,Rail,929,37.7,19.2,1589.4,0,0.56,1414.8,4,1459.9,795.4,3286.8,4,7,1,RT58,55,BCNHL,9,2700,1937.1,1.37,2.83,0,53.9,55603.12,113.9500982,1.138543497,2281847.47,2048884.05,0,0,1
PLANY3ZOMG,27-03-2025,P_BSP,CMO_MUMBAI,CUST0072,West,Coil,HR,Normal,54,Rail,935,39.7,26.6,1465.1,0,0.9,1428.9,2,1374.2,1553.5,1675,7,4,1,RT59,36,BRN,8,2750,1675,1.17,3.5,0,43.7,78780.88,191.8554374,1.809303976,2566160.34,2833596.19,1,0,1
PLANN1EEXB,22-03-2025,P_BSP,CMO_MUMBAI,CUST0375,West,Coil,S1,VIP,117.9,Rail,308,34.8,6,700.6,0,0.59,629.2,1,1106.3,901.7,2439.5,7,5,1,RT59,31,BCNHL,1,2750,1647.3,2.62,12.29,43592.2,45,87459.96,166.2726429,1.546513044,933940.92,784651.85,0,0,1
PLAN4Z7J8H,04-10-2025,P_BSP,CMO_MUMBAI,CUST0192,West,Coil,S1,Normal,69.3,Rail,359,42.9,7.3,1257.4,1,0.67,980,3,2175.5,1645.2,1882.3,7,2,1,RT58,69,BOST,18,2700,1882.3,1.92,12.31,63584.64,54.1,75006.78,119.3377527,1.561682974,1231308.26,1055300.55,0,0,1
PLANWE2C7M,14-01-2025,P_BSP,CMO_DELHI,CUST0263,North,Plate,A,Normal,59.8,Rail,1393,49.9,22.8,839.5,0,0.8,798,2,1659.9,1350.3,967.5,7,3,1,RT58,57,BOST,4,2700,967.5,1.21,8.92,19515.22,27.8,62848.19,261.9207478,1.50765099,2251099.16,2031902.7,0,0,1
PLANV5NLZL,01-10-2025,P_BSP,CMO_CHENNAI,CUST0366,South,Rod,A,Normal,33.8,Rail,1783,43.4,40.1,1358.6,0,0.59,1220.5,4,1308,1169.4,1460.4,4,4,1,MIX60,58,BOST,10,2850,1460.4,1.2,6.25,19998.44,40.6,76862.61,81.78557055,1.585942242,2564524.85,4129624.22,1,0,1
PLAN7HVWR3,02-04-2025,P_BSP,CMO_DELHI,CUST0337,North,Rod,TMT,Normal,40.5,Rail,1150,33.4,35.1,1383.1,0,0.7,1278.1,1,735.6,214.4,2585.8,9,8,0,RT59,30,BOST,5,2750,864.2,0.68,5.34,0,24.4,79308.78,115.0682031,1.434238848,1415656.69,1425389.59,1,0,1
PLANYNIIJU,25-01-2025,P_BSP,CMO_CHENNAI,CUST0267,South,Coil,HR,High,62.3,Rail,1054,42.7,24.1,994.9,0,0.55,882.3,3,2497.7,642.3,1066.6,4,6,0,RT58,47,BOBRN,9,2700,1066.6,1.21,7.94,24727.88,30.6,77449.69,94.94782567,1.941495746,1741079.63,2182622.53,1,0,0
PLANQW4QD1,01-03-2025,P_BSP,CMO_BHOPAL,CUST0383,Central,Rod,CR,High,101.6,Rail,1317,41.2,30.4,1124.9,0,0.56,1002,5,2711.9,902.5,50,6,3,0,RT59,48,BOBRN,4,2750,50,0.05,5.46,0,1.4,73549.97,115.9230352,1.617806823,913899.1,106532.58,0,0,1
PLAN02KKVR,21-04-2025,P_BSP,CMO_CHENNAI,CUST0260,South,Wire,TMT,VIP,98,Rail,837,42.7,20.6,1039.3,0,0.88,1007.3,4,1030.1,0,533.6,1,4,1,RT58,49,BRN,16,2700,533.6,0.53,4.65,9760.3,14.2,62984.15,211.782885,1.464011131,1002246.74,653861.34,0,0,0
PLAN0TMTOC,04-12-2025,P_BSP,CMO_MUMBAI,CUST0159,West,Coil,HR,High,64.2,Rail,1127,35.1,42.6,1405.2,0,0.84,1347.9,5,1923.3,533.4,1805.2,1,5,1,RT58,59,BRN,7,2700,1805.2,1.34,0.88,0,47.9,65174.21,260.6512557,1.453114359,2183618.69,2956303.62,1,0,0
PLANTS4RO8,17-01-2025,P_BSP,CMO_KOLKATA,CUST0261,East,Plate,S1,Normal,36.1,Rail,400,40,17.6,1180.3,0,0.77,1112.3,5,1303.6,671.1,1112.7,6,4,0,RT58,59,BOBRN,10,2700,1112.7,1,6.78,17757.24,32,58776.07,221.3263647,1.51803686,1136216.72,675647.85,0,0,1
PLAN93ENVR,01-12-2025,P_BSP,CMO_MUMBAI,CUST0229,West,Slab,A,Normal,29.7,Rail,353,45.3,6,1039.4,0,0.89,1010.7,3,2782.1,486.3,1840.9,1,4,1,RT58,36,BOST,10,2700,1840.9,1.82,7.75,26582.23,52.9,81631.72,131.4047329,1.704896958,1051823.77,1107906.32,1,0,0
PLANJQ9HE6,23-02-2025,P_BSP,CMO_KOLKATA,CUST0361,East,Slab,A,VIP,110.7,Rail,635,33.6,23.3,1396.3,0,0.93,1373.1,3,1342.9,1645.3,2213.3,1,8,1,RT59,51,BOST,6,2750,2213.3,1.61,2.97,0,62.5,70191.32,128.5375586,1.967711361,1902366.96,2765511.08,1,1,0
PLANVB7HFG,26-04-2025,P_BSP,CMO_CHENNAI,CUST0135,South,Rod,HB,Normal,32.8,Rail,923,37.3,28.8,1352.4,0,0.82,1292,3,1346.3,998.4,2241,6,7,0,RT59,52,BOXN,4,2750,1945.3,1.51,7.59,15061.7,52.3,80134.47,141.7060182,1.501179736,2539871.53,2695386.08,1,0,1
PLAN5LU7PK,24-01-2025,P_BSP,CMO_DELHI,CUST0093,North,Slab,TMT,High,101.2,Rail,1416,38.3,34.7,1404.6,0,0.95,1385.9,5,1955.9,717.4,2062.7,8,4,1,RT58,64,BOBRN,9,2700,2062.7,1.49,18.63,80284.5,59.3,105111.52,277.6538932,1.771124137,4162273.13,5173069.63,1,0,1
PLANHEL706,29-01-2025,P_BSP,CMO_MUMBAI,CUST0263,West,Coil,TMT,Normal,45.8,Rail,1466,46,31.7,814.6,1,0.55,614.2,1,1405.2,64.5,3219.2,9,7,0,RT58,44,BOXN,1,2700,1443.9,2.35,5.85,3705.46,39.5,79786.86,160.6770745,1.610253806,2891521.07,3408516.66,1,0,1
PLANHOQQ0R,02-12-2025,P_BSP,CMO_BHOPAL,CUST0113,Central,Rod,CR,Normal,63.6,Rail,747,46.9,19.2,1054.9,0,0.66,964.6,3,1348.6,588,2906.7,6,2,1,RT45,64,BOXN,8,2200,1701.4,1.76,1.83,0,60,101455.24,60,1.307500859,1444955.08,1661762.73,1,1,1
PLANAAOO91,25-01-2025,P_BSP,CMO_CHENNAI,CUST0227,South,Wire,HR,Normal,37.3,Rail,1079,28.5,33.5,1369.9,0,0.8,1300.4,4,1250.3,1438.2,1132.8,1,6,1,RT59,39,BOXN,0,2750,1132.8,0.87,6.78,0,30.5,65168.59,216.5427934,1.611151809,2142105.24,1969296.68,0,0,0
PLANOA8NZF,04-10-2025,P_BSP,CMO_CHENNAI,CUST0268,South,Plate,HB,Normal,76.1,Rail,459,46,8.5,784.4,0,0.63,711.1,3,1386.6,556.5,2237.8,7,2,1,RT58,53,BOST,8,2700,1720.5,2.42,7.19,29853.52,49.4,91554.38,231.2952808,1.697423825,1380559.38,1340471.72,0,0,1
PLAN94E82X,03-01-2025,P_BSP,CMO_BHOPAL,CUST0211,Central,Slab,TMT,High,71.2,Rail,790,47.1,15.6,791.3,0,0.81,753.6,3,1443.8,640.8,2199.8,2,1,0,RT59,67,BCNHL,2,2750,1828.3,2.43,7.98,16082.42,50,71098.66,186.0610843,1.715882833,1957295.41,2478347.38,1,0,1
PLANEU74S5,31-03-2025,P_BSP,CMO_BHOPAL,CUST0105,Central,Rod,CR,VIP,116.2,Rail,1777,46.7,36.4,1016.5,0,0.94,1002.1,3,1822.1,279.7,1027.4,7,5,1,RT58,32,BOXN,2,2700,1027.4,1.03,6.32,0,28.1,60262.16,197.1047946,1.725268429,2580154.26,3149804.97,1,0,1
PLANTR21EJ,04-12-2025,P_BSP,CMO_DELHI,CUST0156,North,Rod,HR,Normal,33.6,Rail,1573,36.8,40.9,1393.3,0,0.62,1262.2,5,1640.6,866.6,1415.2,4,5,1,MIX60,45,BOST,4,2850,1415.2,1.12,5.51,0,39.3,66444.31,277.5545491,1.462439486,2455833.61,3255550.58,1,0,1
PLAN2VHAK2,03-06-2025,P_BSP,CMO_CHENNAI,CUST0333,South,Coil,CR,Normal,26.8,Rail,825,38.6,24,1202.8,0,0.81,1144.8,1,2432.7,928,661.4,1,6,1,RT45,57,BOXN,2,2200,661.4,0.58,1.81,0,23.3,74655.18,127.6572753,1.735922548,1133902.27,947214.82,0,0,0
PLANX9PF16,25-03-2025,P_BSP,CMO_KOLKATA,CUST0250,East,Wire,HR,Normal,54.5,Rail,754,30.6,24.8,1326.7,1,0.91,1101.1,3,905,874,1414.1,9,6,1,RT59,55,BRN,11,2750,1414.1,1.28,9.99,44203.34,36.9,97696.22,183.2220412,1.230020712,1853774.02,1311486.71,0,0,1
PLANO8BJMI,29-04-2025,P_BSP,CMO_CHENNAI,CUST0308,South,Plate,HR,High,63,Rail,195,27.4,10.9,954,0,0.76,895.8,5,6332.9,328.9,2251.1,1,7,0,RT45,37,BCNHL,31,2200,2251.1,2.51,1.61,48538.93,80.7,93497.16,192.3452136,1.674434545,654277.39,735017.32,1,0,0
PLANGJ6HM3,28-01-2025,P_BSP,CMO_BHOPAL,CUST0077,Central,Slab,HR,Normal,54,Rail,684,37.8,33.2,951.5,0,0.96,941.8,4,1832.2,1004.3,2548.5,7,4,1,RT59,63,BOBRN,5,2750,2434.8,2.59,15.02,53561.86,68.8,85340.13,228.9934769,1.368971613,1931140.04,2279889.71,1,0,1
PLANJ5UESL,16-01-2025,P_BSP,CMO_DELHI,CUST0261,North,Coil,CR,Normal,48.2,Rail,1145,40.5,25.1,1548,0,0.62,1399.8,1,3238.2,635.5,3350.5,6,4,1,RT45,55,BCNHL,2,2200,3350.5,2.39,5.92,4354.92,120.1,85268.24,184.9347021,1.81795585,3528076.12,6974264.93,1,1,1
PLAN4PD8GB,16-02-2025,P_BSP,CMO_BHOPAL,CUST0217,Central,Rod,HB,High,64.6,Rail,458,41.1,12.5,1306.2,1,0.67,1017.9,5,2415.8,895.1,2353.9,7,7,1,RT59,36,BRN,6,2750,2353.9,2.31,11.24,41719.99,61.4,64081.34,202.970746,1.672120357,1332583.78,1802689.88,1,0,1
PLANNIUD1A,22-03-2025,P_BSP,CMO_BHOPAL,CUST0128,Central,Rod,A,Normal,33.9,Rail,1309,44.9,32.2,931.3,0,0.52,818.4,2,1943.8,1116.2,2085.5,1,2,1,RT58,65,BOXN,6,2700,2085.5,2.55,7.72,25822.12,57.1,85819.78,176.4644467,1.332402078,2730663.72,3637350.42,1,1,0
PLANU0INWT,14-04-2025,P_BSP,CMO_BHOPAL,CUST0330,Central,Wire,HB,High,69.4,Rail,545,58.4,15.9,705.5,0,0.59,632.5,4,2370.2,968.2,3083.9,1,4,1,RT59,60,BCNHL,10,2750,2951.1,4.67,15.74,100632.47,80.7,62050.71,233.0725973,1.639072347,2465765.84,2636201.19,1,1,0
PLANCOMMN9,04-02-2025,P_BSP,CMO_DELHI,CUST0108,North,Slab,A,High,91.5,Rail,359,37.6,12.1,848.1,0,0.58,758.8,4,2216.7,1061.5,2887.1,6,3,1,RT58,59,BRN,0,2700,2853.6,3.76,0,0,75.7,96213.35,191.045081,1.639958795,1264885.23,1680043.32,1,1,1
PLANTWN7GW,27-02-2025,P_BSP,CMO_MUMBAI,CUST0063,West,Coil,CR,Normal,80,Rail,1751,33.7,45.5,935.9,0,0.85,900.9,2,1627.1,1076.1,1409.4,8,2,1,RT58,68,BRN,0,2700,1409.4,1.56,0,0,37.4,79594.4,217.7376317,1.55406202,3527041.73,3835206.56,1,0,1
PLANR17H4G,17-03-2025,P_BSP,CMO_BHOPAL,CUST0089,Central,Rod,TMT,Normal,33.6,Rail,697,43.3,12.1,882.5,0,0.78,834.5,5,7602.6,1149.4,1713.8,3,5,1,RT59,52,BRN,0,2750,1713.8,2.05,11.01,31017,44.7,83069.29,134.6168244,1.646888412,1357260.27,1967238.84,1,0,1
PLANYMRRQS,27-01-2025,P_BSP,CMO_MUMBAI,CUST0112,West,Wire,A,VIP,105.3,Rail,197,41.3,6,1191.6,0,0.94,1175,5,3529.3,1190.1,2286.1,2,3,1,RT59,45,BOST,1,2750,2286.1,1.95,2.77,0,64.6,84548.97,174.4389248,1.674146597,667654.45,753971.51,1,0,1
PLANRNH2PH,28-04-2025,P_BSP,CMO_DELHI,CUST0076,North,Slab,TMT,High,64.8,Rail,1340,36.6,32.5,1367.9,0,0.52,1202.3,4,694.7,1280.3,854.2,4,3,0,RT58,55,BOXN,8,2700,854.2,0.71,8.18,19704.54,23.4,58657.48,141.8608429,1.474065527,1600056.17,1687256.68,1,0,1
