plan_id,plan_date,plant_id,yard_id,customer_id,region,product_cat,product_grade,priority_tier,priority_score,mode_pref,distance_km,rail_speed_kmph,transit_hours,lp_tph,lp_cutoff_active,lp_shift_util,effective_lp_tph,siding_slots,inventory_t,production_forecast_t,order_demand_t,sla_days,lead_days,rake_available,rake_type,wagons_available,wagon_type,route_block_hours,min_rake_tonnage,planned_qty_t,load_hours,siding_queue_hours,expected_demurrage,utilization_pct,terminal_cost,late_penalty_per_t_day,road_cost_per_t_km,rail_cost_total,road_cost_total,choose_rail_label,selected_for_rake_label,on_time_label,plan_dayofweek,plan_month,plan_day,selected_for_rake_prob,choose_rail_prob,on_time_prob,pred_rail_cost_total,pred_road_cost_total,y_rail,q_rail_tons,optimized_total_cost,optimized_mode
PLAN23ARBB,2025-03-13,P_BSP,CMO_BHOPAL,CUST0189,Central,Slab,A,High,82.0,Rail,307,40.0,10.9,745.5,0,0.72,693.0,2,1664.3,996.4,2196.3,9,7,1,RT58,57,BCNHL,0,2700,2196.3,3.17,6.51,8008.81,61.1,74845.95,218.5679038,1.638762869,992722.17,1104958.97,1,0,1,3,3,13,0.0562362168592951,0.9315814861245238,0.9964392527982765,971673.8706399447,1112614.490601846,0,0.0,1112614.490601846,Road
PLANR7DKI5,2025-04-23,P_BSP,CMO_DELHI,CUST0232,North,Coil,HR,Normal,44.0,Rail,1775,40.2,40.0,1632.6,0,0.75,1532.3,4,2550.9,1334.2,2238.5,6,5,0,MIX60,61,BOXN,1,2850,2238.5,1.46,8.96,20937.2,59.2,103106.54,269.1922376,1.732406975,4777600.52,6883437.6,1,0,1,2,4,23,0.017118451594280094,0.9873041739160633,0.9946254343567222,4687989.803609424,6805535.629008042,0,0.0,6805535.629008042,Road
PLANBBKV0X,2025-01-16,P_BSP,CMO_DELHI,CUST0243,North,Slab,HR,Normal,31.5,Rail,346,37.0,6.6,1596.6,0,0.58,1429.8,5,2519.6,1261.3,50.0,7,7,1,RT58,35,BRN,7,2700,50.0,0.03,7.39,11002.62,1.3,78538.82,90.29319785,1.410228976,771430.54,24396.96,0,0,1,3,1,16,0.0036355409855928804,0.032409626981061555,0.9957844924322037,912136.25901249,885.8331414341244,0,0.0,885.8331414341244,Road
PLAN96KNPX,2025-02-28,P_BSP,CMO_KOLKATA,CUST0134,East,Rod,S1,Normal,26.9,Rail,949,25.0,40.2,1048.9,0,0.75,983.3,4,3700.5,1090.7,2247.8,1,6,1,MIX60,30,BOBRN,0,2850,2247.8,2.29,4.1,0.0,62.4,97073.26,255.4541798,1.228547077,2490894.03,2620690.19,1,0,0,4,2,28,0.02059384219847086,0.8242389868885239,0.025155706599090354,2573035.8549020085,2649843.3575254837,0,0.0,2649843.3575254837,Road
PLANW4NSZP,2025-04-29,P_BSP,CMO_MUMBAI,CUST0008,West,Coil,HB,High,74.7,Rail,917,36.7,24.9,1313.9,0,0.78,1240.9,3,2578.0,963.3,1638.6,3,5,0,RT58,40,BRN,6,2700,1638.6,1.32,1.95,0.0,43.5,74481.16,129.2863358,1.788837086,1908649.46,2687899.81,1,0,1,1,4,29,0.005896571548604423,0.9857658064525084,0.962229721415402,1988767.8233220512,2666414.8822495188,0,0.0,2666414.8822495188,Road
PLAN566Z23,2025-01-31,P_BSP,CMO_BHOPAL,CUST0245,Central,Plate,CR,Normal,30.1,Rail,1482,46.4,36.5,1088.5,1,0.88,898.3,3,1436.0,1947.8,637.3,2,4,1,MIX60,37,BOXN,10,2850,637.3,0.71,2.98,0.0,16.9,80481.88,138.0144076,1.469280596,1227155.08,1387704.08,0,0,1,4,1,31,0.003630173055445598,0.35146893630813264,0.841636707582125,1708846.6390760618,1443509.0646683783,0,0.0,1443509.0646683783,Road
PLAN0JNSPS,2025-11-02,P_BSP,CMO_CHENNAI,CUST0335,South,Wire,CR,High,105.7,Rail,568,48.4,20.4,1366.9,0,0.74,1277.7,1,4000.0,1083.2,1123.2,9,4,0,MIX60,50,BOBRN,11,2850,1123.2,0.88,7.05,21651.1,31.2,74020.45,166.48625,1.125875858,1291219.88,718283.58,0,0,1,6,11,2,0.003667121587359232,0.035356977669240404,0.9954720802824171,1269728.046390723,743396.9079460726,0,0.0,743396.9079460726,Road
PLANKTRCGS,2025-03-15,P_BSP,CMO_KOLKATA,CUST0266,East,Plate,S1,Normal,66.3,Rail,781,36.4,29.4,929.6,1,0.6,711.3,1,4457.3,915.5,934.5,8,4,1,RT45,43,BOST,1,2200,934.5,1.31,4.75,0.0,34.6,50983.55,144.9635867,1.954150083,1275158.91,1426225.69,1,0,1,5,3,15,0.003667121587359232,0.886440548994027,0.9966239992979881,1267594.5563822258,1471270.1445886164,0,0.0,1471270.1445886164,Road
PLAN5WJ0VS,2025-01-02,P_BSP,CMO_BHOPAL,CUST0318,Central,Wire,A,Normal,32.8,Rail,766,51.3,8.0,905.6,1,0.91,751.8,5,1785.4,1282.0,1205.4,3,6,0,RT45,54,BOBRN,10,2200,1205.4,1.6,5.06,12768.63,44.6,86358.22,172.6395121,1.867043569,1052231.7,1723909.29,1,0,1,3,1,2,0.003602816895661478,0.9804724718937563,0.9751841702342798,1354206.0519855036,1701899.2041345255,0,0.0,1701899.2041345255,Road
PLANGHJUCF,2025-02-28,P_BSP,CMO_KOLKATA,CUST0100,East,Rod,HB,VIP,119.6,Rail,1393,30.3,46.1,1205.4,0,0.74,1128.0,5,3825.7,1031.5,2175.7,8,5,1,RT45,43,BCNHL,5,2200,2175.7,1.93,6.3,12110.55,78.0,73335.85,132.9569604,1.562937916,4064586.11,4736874.24,1,1,1,4,2,28,0.6028638422558307,0.9724639573322981,0.9958868503463835,3616964.73490213,4770537.9330619965,0,0.0,4770537.9330619965,Road
PLANHH54S4,2025-03-02,P_BSP,CMO_MUMBAI,CUST0181,West,Coil,HB,Normal,56.5,Rail,1075,35.1,33.5,1295.6,0,0.81,1235.5,4,1994.3,1817.4,2211.5,8,5,0,RT59,57,BRN,18,2750,2211.5,1.79,8.36,28948.69,57.7,63560.35,219.3739829,1.445285906,2744682.42,3435968.51,1,0,1,6,3,2,0.005670269431058003,0.9630670323639204,0.9963083809252213,2692811.3806794183,3426862.1347170277,0,0.0,3426862.1347170277,Road
PLAN7EUAQ3,2025-09-01,P_BSP,CMO_KOLKATA,CUST0385,East,Plate,CR,Normal,71.2,Rail,436,45.3,18.7,1025.4,0,0.94,1011.1,4,3603.9,575.9,2204.6,8,3,0,RT59,40,BOBRN,3,2750,2204.6,2.18,1.08,0.0,62.3,76268.26,134.4072072,1.376257523,1359921.52,1322866.44,0,0,1,0,9,1,0.00867662211655458,0.4098932641887957,0.9910349160663557,1470880.0891768232,1342888.9306419452,0,0.0,1342888.9306419452,Road
PLANH8XAZ8,2025-03-22,P_BSP,CMO_KOLKATA,CUST0257,East,Coil,S1,Normal,33.0,Rail,1760,44.4,41.8,873.9,1,0.92,728.8,5,4000.4,780.8,1620.2,4,7,1,MIX60,38,BRN,8,2850,1620.2,2.22,0.0,0.0,41.5,69203.26,234.6108573,1.567228011,2742001.52,4469032.17,1,0,1,5,3,22,0.003678774460407468,0.978867589183846,0.996184256661965,3246255.5318866963,4255658.839083867,0,0.0,4255658.839083867,Road
PLANJ2P7RN,2025-11-01,P_BSP,CMO_DELHI,CUST0378,North,Wire,CR,Normal,40.4,Rail,951,39.9,19.7,1514.6,1,0.75,1207.3,5,1236.8,266.0,3639.8,7,6,1,RT58,48,BCNHL,3,2700,1396.4,1.16,3.33,0.0,38.8,73859.74,60.0,1.737018159,1602847.02,2306719.12,1,0,1,5,11,1,0.003946989552246311,0.9843167222471606,0.9956946025635003,1843415.445234112,2294344.2203579233,0,0.0,2294344.2203579233,Road
PLAN3J0QZO,2025-06-04,P_BSP,CMO_DELHI,CUST0247,North,Rod,S1,Normal,27.4,Rail,283,33.3,11.1,1083.9,0,0.65,988.9,1,4187.8,755.8,80.9,8,10,1,RT45,53,BOST,10,2200,80.9,0.08,2.16,0.0,3.0,53170.02,138.2221846,1.598571584,589900.48,36598.82,0,0,1,2,6,4,0.003667121587359232,0.016953170151364765,0.9963604403054295,763803.933472522,21657.90613431735,0,0.0,21657.90613431735,Road
PLANKPVIDD,2025-10-01,P_BSP,CMO_DELHI,CUST0153,North,Coil,HR,Normal,34.2,Rail,1316,33.3,50.5,1086.5,1,0.88,895.6,1,1857.8,329.4,1094.7,5,5,0,RT58,50,BOBRN,10,2700,1094.7,1.22,2.32,0.0,31.5,115793.4,246.7781624,1.611301672,2159283.7,2321281.79,1,0,1,2,10,1,0.003667121587359232,0.9572407621700717,0.9938141506626864,2001860.0106391953,2286592.61080228,0,0.0,2286592.61080228,Road
PLANY0NXR2,2025-03-27,P_BSP,CMO_CHENNAI,CUST0298,South,Coil,S1,Normal,35.3,Rail,631,35.6,16.2,1508.2,0,0.59,1352.8,1,2284.5,848.6,1977.2,9,8,0,RT59,48,BOBRN,9,2750,1977.2,1.46,11.92,45393.0,55.9,60798.89,144.8936843,1.966480877,1679358.22,2453407.5,1,0,1,3,3,27,0.006615311949509851,0.9898936490043997,0.9948955844947617,1612060.567927356,2446671.543245407,0,0.0,2446671.543245407,Road
PLANYQ373Z,2025-01-17,P_BSP,CMO_KOLKATA,CUST0175,East,Coil,HB,Normal,70.1,Rail,402,33.5,7.8,1760.4,0,0.84,1689.8,5,3523.4,522.5,1331.0,9,4,1,RT59,50,BOBRN,8,2750,1331.0,0.79,8.66,22920.53,37.6,97007.57,161.3740053,1.296290127,934844.89,693595.59,0,0,1,4,1,17,0.003667121587359232,0.021256017758134342,0.996653658628064,1048988.2863572633,665182.6821540563,0,0.0,665182.6821540563,Road
PLANN5ROUE,2025-09-03,P_BSP,CMO_CHENNAI,CUST0307,South,Rod,HB,Normal,38.3,Rail,673,40.8,16.3,1281.9,0,0.83,1227.5,4,1549.3,1115.6,1607.1,3,2,0,RT59,67,BOST,1,2750,1607.1,1.31,14.56,68445.82,45.4,88121.77,182.1477614,1.695131945,1670855.19,1833417.93,1,0,1,2,9,3,0.004044731316471913,0.9814994006692104,0.9549616637795403,1604156.7625189938,1876850.6515979867,0,0.0,1876850.6515979867,Road
PLANS0MXVL,2025-02-17,P_BSP,CMO_BHOPAL,CUST0080,Central,Wire,CR,Normal,26.8,Rail,260,39.4,6.0,1419.9,0,0.88,1377.5,2,3278.9,603.0,1830.8,3,3,0,RT59,42,BCNHL,5,2750,1830.8,1.33,0.17,0.0,50.0,77580.7,157.9646712,1.75040234,889554.39,833205.52,0,0,1,0,2,17,0.0051455367533870516,0.18677248799945512,0.9872005146506054,849401.8390237669,812363.2259544346,0,0.0,812363.2259544346,Road
PLAN57CNKW,2025-02-21,P_BSP,CMO_CHENNAI,CUST0380,South,Coil,HB,High,91.0,Rail,578,33.0,22.5,915.5,0,0.86,882.6,2,1998.5,1084.6,1593.2,8,6,1,RT58,51,BOBRN,0,2700,1593.2,1.81,6.48,2377.06,45.8,65780.38,60.0,1.568394476,1695679.68,1444286.79,1,0,1,4,2,21,0.004246335503964193,0.8809801531387147,0.9965428295581304,1467700.2232676104,1427977.4740338987,0,0.0,1427977.4740338987,Road
PLANSTVS9Q,2025-04-21,P_BSP,CMO_MUMBAI,CUST0079,West,Wire,HB,Normal,66.1,Rail,1423,37.9,33.7,1382.7,0,0.55,1228.2,4,1376.7,715.7,834.5,7,2,1,RT58,31,BOST,0,2700,834.5,0.68,3.55,0.0,24.0,82852.9,246.8327091,1.885879049,1598115.76,2239469.11,1,0,1,0,4,21,0.003667121587359232,0.9427688956273266,0.9964554738466955,1792460.7040607717,2273380.9227980156,0,0.0,2273380.9227980156,Road
PLANKJFPYT,2025-01-25,P_BSP,CMO_BHOPAL,CUST0400,Central,Wire,S1,Normal,60.0,Rail,162,25.0,14.2,1413.6,0,0.66,1292.4,4,2659.9,1276.5,2379.3,9,4,0,RT59,49,BRN,7,2750,2379.3,1.84,5.64,8119.22,62.0,83774.79,133.9795444,1.80210987,599432.63,694617.12,1,0,1,5,1,25,0.008270676558808556,0.5139298121216618,0.9955013947276785,787424.4811676159,716362.4033354498,0,0.0,716362.4033354498,Road
PLANYOVVT2,2025-01-21,P_BSP,CMO_CHENNAI,CUST0336,South,Coil,CR,High,69.5,Rail,382,42.0,12.1,960.7,0,0.72,893.8,4,3833.5,763.0,2384.0,2,5,1,RT45,33,BCNHL,0,2200,2384.0,2.67,4.92,0.0,85.4,83056.29,220.6528373,1.695821741,1106235.18,1544364.51,1,0,1,1,1,21,0.061532100577819,0.9626897074087938,0.9913005220593972,1116642.2709049846,1556312.2471678425,1,2200.0,1233632.8208178896,Rail
PLANIS2JC2,2025-11-04,P_BSP,CMO_KOLKATA,CUST0038,East,Plate,CR,Normal,27.9,Rail,341,44.3,11.9,1066.3,0,0.54,944.4,1,1926.2,626.2,2904.3,2,6,1,RT58,62,BOST,1,2700,2301.9,2.44,5.66,1625.14,66.1,73815.77,197.8931171,1.505623995,892543.7,1181836.39,1,0,1,1,11,4,0.07125425251990225,0.8333774014811284,0.9908436898498174,1094586.2318941022,1183146.8213204376,0,0.0,1183146.8213204376,Road
PLANFO8HBF,2025-12-04,P_BSP,CMO_CHENNAI,CUST0265,South,Slab,CR,High,103.8,Rail,863,34.5,29.1,1505.8,0,0.56,1341.3,3,984.2,72.1,481.3,7,3,1,RT59,60,BCNHL,8,2750,481.3,0.36,9.41,37871.76,13.2,82052.89,188.6516147,1.395301526,1246279.67,579555.09,0,0,1,3,12,4,0.003667121587359232,0.019869366378690946,0.9963340091577171,1130571.4004326889,594926.1484383388,0,0.0,594926.1484383388,Road
PLAN5JCDZ9,2025-04-23,P_BSP,CMO_KOLKATA,CUST0021,East,Coil,CR,Normal,44.7,Rail,1303,35.3,42.0,1131.0,0,0.51,993.6,5,1490.2,260.4,2338.6,8,6,1,RT58,58,BCNHL,10,2700,1646.4,1.66,8.65,26552.48,45.8,95582.31,231.2255963,1.27778662,2231419.18,2741183.5,0,0,1,2,4,23,0.003678774460407468,0.3579084894270034,0.9965766311232799,2702038.96661298,2721585.5872553578,0,0.0,2721585.5872553578,Road
PLAN3I36DE,2025-06-03,P_BSP,CMO_BHOPAL,CUST0074,Central,Plate,S1,Normal,29.7,Rail,1343,41.5,30.5,1556.0,0,0.58,1393.7,1,1183.2,1098.9,1195.7,3,4,1,RT59,34,BOXN,3,2750,1195.7,0.86,6.71,1704.36,32.2,66266.17,217.6748964,1.881473669,2245380.8,3021317.64,1,0,1,1,6,3,0.003667121587359232,0.9827182438487035,0.9907713596530162,2146255.5362740387,2925070.3418294974,0,0.0,2925070.3418294974,Road
PLAN5JAMSL,2025-04-03,P_BSP,CMO_BHOPAL,CUST0213,Central,Rod,HR,Normal,43.4,Rail,993,40.6,18.6,1204.8,1,0.58,916.9,2,7080.4,286.4,1714.2,1,6,1,RT59,33,BOXN,5,2750,1714.2,1.87,6.34,11192.81,46.1,74085.97,153.1171437,2.032184628,1994738.23,3459185.89,1,0,0,3,4,3,0.004122288998752966,0.9892239734696142,0.03152662952197031,2166431.160996881,3502224.9775001653,0,0.0,3502224.9775001653,Road
PLANSLEKFO,2025-03-30,P_BSP,CMO_BHOPAL,CUST0286,Central,Slab,CR,Normal,37.3,Rail,771,44.6,14.4,1192.7,0,0.52,1050.5,5,1070.2,1182.2,1343.7,7,6,0,RT58,32,BOXN,0,2700,1343.7,1.28,6.44,0.0,36.8,56065.08,260.4333924,1.727867262,1583236.97,1790057.87,1,0,1,6,3,30,0.00446594986793501,0.9690510336801165,0.9937974359020875,1544031.155501342,1721162.924438971,0,0.0,1721162.924438971,Road
PLANMJOQJQ,2025-02-20,P_BSP,CMO_MUMBAI,CUST0228,West,Rod,HB,Normal,46.3,Rail,1023,35.3,34.5,1444.1,0,0.55,1282.5,4,461.8,626.1,1129.7,6,4,1,RT45,63,BOBRN,8,2200,837.5,0.65,4.26,0.0,31.0,71783.38,154.6350031,1.63984969,1595667.64,1404961.72,0,0,1,3,2,20,0.003667121587359232,0.3986407545304759,0.9965891970137278,1549028.177581297,1362838.347029223,0,0.0,1362838.347029223,Road
PLAN8HCQUT,2025-05-02,P_BSP,CMO_KOLKATA,CUST0234,East,Rod,CR,Normal,35.1,Rail,762,36.0,10.5,1713.2,0,0.94,1688.8,2,1435.2,794.3,2235.2,1,2,1,MIX60,35,BOST,2,2850,1911.8,1.13,14.25,41292.67,53.1,75517.8,150.3100406,1.628676336,2227998.5,2372642.01,1,0,0,4,5,2,0.011517761135862656,0.9523606025804654,0.046316608363907184,1923714.8536131666,2407417.9586320654,0,0.0,2407417.9586320654,Road
PLANXQ7XL8,2025-03-22,P_BSP,CMO_CHENNAI,CUST0044,South,Plate,TMT,VIP,124.7,Rail,1398,38.7,24.1,1364.9,1,0.67,1065.8,4,2021.9,1025.1,2975.8,9,6,0,RT45,61,BCNHL,6,2200,2637.0,2.47,7.09,28818.42,94.5,112215.98,266.5090238,1.656923019,4250192.79,6108289.79,1,0,1,5,3,22,0.009226297888072455,0.9863362943248353,0.9952242113301223,4227050.3882684605,6088193.399479482,0,0.0,6088193.399479482,Road
PLAN86P5XH,2025-04-15,P_BSP,CMO_CHENNAI,CUST0079,South,Coil,HB,Normal,52.8,Rail,1615,33.6,49.4,1243.7,0,0.8,1182.4,4,1844.1,1230.2,3181.0,6,3,0,RT45,46,BOST,6,2200,2582.2,2.18,11.1,38397.79,95.6,68308.09,93.64662284,1.80503538,4969276.7,7527454.21,1,0,1,1,4,15,0.006588482040092458,0.9912864061119063,0.9925420508342211,4588723.828688681,7554360.598735921,0,0.0,7554360.598735921,Road
PLAN4ZUZ0P,2025-03-29,P_BSP,CMO_DELHI,CUST0298,North,Wire,HB,High,63.0,Rail,768,38.5,25.0,1516.6,0,0.78,1431.7,4,2014.1,216.4,2525.0,5,5,1,RT45,55,BOST,0,2200,2143.9,1.5,12.02,29754.4,79.4,65533.62,165.5642101,1.271755036,1426028.79,2093964.0,1,1,1,5,3,29,0.6619460530712895,0.8842394574043343,0.9956750686627884,1946825.6184648275,2093977.9250536812,0,0.0,2093977.9250536815,Road
PLANJQTF8N,2025-07-03,P_BSP,CMO_CHENNAI,CUST0156,South,Rod,HR,VIP,95.5,Rail,475,33.7,20.0,1533.9,0,0.61,1382.7,5,839.0,247.8,1019.5,3,4,1,RT59,49,BOST,11,2750,987.7,0.71,5.01,5802.01,27.9,68852.41,166.9962581,1.614308233,1078594.52,757364.81,0,0,1,3,7,3,0.003667121587359232,0.023963030153587778,0.9951953470388736,1083363.549361485,759142.3370732565,0,0.0,759142.3370732565,Road
PLANBEWUD3,2025-04-14,P_BSP,CMO_BHOPAL,CUST0126,Central,Slab,TMT,Normal,75.6,Rail,1241,42.5,23.5,1333.7,0,0.52,1172.9,2,1876.2,695.2,1709.1,9,3,1,RT45,45,BCNHL,11,2200,1709.1,1.46,3.75,2897.57,61.3,85569.39,236.7687228,1.50684266,2634613.48,3196002.88,1,0,1,0,4,14,0.06391887590260975,0.9835383375769308,0.9966467583715128,2558015.3988494156,3197279.865243395,0,0.0,3197279.865243395,Road
PLAN0E47LQ,2025-01-15,P_BSP,CMO_CHENNAI,CUST0046,South,Coil,S1,Normal,65.7,Rail,918,34.4,19.6,1294.6,0,0.67,1186.7,2,997.9,1278.4,1761.9,7,3,1,RT45,30,BOXN,2,2200,1761.9,1.48,3.8,0.0,62.1,68493.29,198.0891102,1.643983353,1853069.38,2659018.46,1,0,1,2,1,15,0.08566093640614968,0.9701117838088107,0.996631541308068,2001411.0976745281,2631883.624472288,0,0.0,2631883.624472288,Road
PLANZGH2YT,2025-06-04,P_BSP,CMO_BHOPAL,CUST0189,Central,Wire,HR,High,69.8,Rail,957,41.5,18.9,1375.3,0,0.91,1345.5,4,3112.4,807.7,2172.9,4,4,1,RT58,60,BRN,8,2700,2172.9,1.61,17.45,83674.28,57.6,74414.03,194.133713,1.240893308,2368299.64,2580394.58,1,0,1,2,6,4,0.11172064383048164,0.8466327693747893,0.9959590871157659,2404518.8294462347,2545382.50603488,0,0.0,2545382.50603488,Road
PLANESNE8Q,2025-08-02,P_BSP,CMO_BHOPAL,CUST0081,Central,Wire,A,Normal,26.6,Rail,902,48.7,16.1,842.5,0,0.95,831.5,1,910.6,1263.8,2314.4,1,4,0,RT58,57,BCNHL,7,2700,1668.9,2.01,4.47,4436.25,46.4,57924.16,212.1608602,1.402486733,1647028.73,2111230.32,1,0,0,5,8,2,0.003902640211798985,0.8569115984288314,0.05208765077983713,1906967.0601283794,2153846.2727799546,0,0.0,2153846.2727799546,Road
PLANPU45B3,2025-11-03,P_BSP,CMO_CHENNAI,CUST0030,South,Coil,A,Normal,35.7,Rail,1232,42.6,26.9,938.3,0,0.62,849.1,3,1716.8,139.1,1475.4,4,5,1,RT59,55,BOXN,4,2750,1475.4,1.74,3.82,0.0,39.7,85880.4,196.6122883,1.328818071,2180934.94,2415383.04,1,0,1,0,11,3,0.0035968247711883443,0.6825278960760647,0.9941055494456924,2282178.6148135806,2422448.698518182,0,0.0,2422448.698518182,Road
PLANAX743V,2025-01-01,P_BSP,CMO_MUMBAI,CUST0339,West,Wire,HB,Normal,33.7,Rail,128,41.1,6.0,1260.2,1,0.94,1055.5,1,1122.5,574.8,2675.7,3,4,1,RT58,60,BOST,3,2700,1467.4,1.39,9.08,13885.25,42.2,63176.11,188.1548207,1.700386617,667195.0,319378.86,0,0,1,2,1,1,0.0036308571789642,0.02690257940155306,0.9949904327188802,641096.8001862591,303424.5686729061,0,0.0,303424.5686729061,Road
PLANC2W405,2025-04-21,P_BSP,CMO_KOLKATA,CUST0025,East,Rod,HR,VIP,98.1,Rail,1779,31.8,64.3,1007.4,0,0.83,963.4,5,3201.8,829.8,3447.4,6,7,0,RT58,61,BOST,2,2700,3447.4,3.58,5.25,8445.74,99.1,95013.91,198.6372886,1.551835062,7056890.85,9517287.43,1,0,1,0,4,21,0.008678958622181052,0.9817563107672261,0.987714598672661,5878164.802011511,9028835.74191144,0,0.0,9028835.74191144,Road
PLAN4G8QDE,2025-01-23,P_BSP,CMO_DELHI,CUST0304,North,Coil,HR,Normal,33.1,Rail,868,48.3,17.6,1209.1,1,0.61,927.8,3,1363.6,370.8,2050.7,1,7,0,RT59,67,BOXN,9,2750,1586.1,1.71,5.81,13902.91,42.7,85237.34,175.6320161,1.553673011,1725701.19,2138995.7,1,0,0,3,1,23,0.0036671802679120965,0.9295698554451964,0.022450801017387417,1883222.5826728,2157413.857454659,0,0.0,2157413.857454659,Road
PLAN12WUW6,2025-08-02,P_BSP,CMO_CHENNAI,CUST0365,South,Coil,CR,Normal,44.5,Rail,372,46.7,13.6,1250.9,0,0.78,1181.3,1,962.8,339.4,1404.0,4,3,1,RT59,66,BRN,10,2750,1166.4,0.99,0.39,0.0,30.4,62670.53,120.5822615,1.75812042,911405.74,762849.86,0,0,1,5,8,2,0.003667121587359232,0.04667161655611938,0.9965878128947901,1006973.9064660891,722652.3810728634,0,0.0,722652.3810728634,Road
PLAN0N330P,2025-02-26,P_BSP,CMO_DELHI,CUST0056,North,Coil,HR,Normal,31.2,Rail,1731,39.1,48.2,954.5,0,0.95,942.1,2,3404.0,478.7,2552.2,1,3,1,RT45,51,BOXN,4,2200,2552.2,2.71,15.86,49793.08,90.0,72748.77,95.30621747,1.517574712,5225228.08,6704429.89,1,0,0,2,2,26,0.2019660505407314,0.984487641987593,0.01994265829911101,4878898.187223491,6684818.625575001,0,0.0,6684818.625575001,Road
PLANGBOPH2,2025-03-22,P_BSP,CMO_CHENNAI,CUST0385,South,Coil,A,High,64.8,Rail,615,37.7,12.1,1349.1,0,0.92,1322.4,1,546.9,646.5,2579.1,1,5,1,RT58,38,BOXN,7,2700,934.8,0.71,2.79,0.0,25.6,65317.67,227.8532764,1.778061697,1210448.65,1022211.23,0,0,0,5,3,22,0.003664902244969671,0.07038961784599872,0.3754327649176107,1200247.2114522932,992729.0739851175,0,0.0,992729.0739851175,Road
PLANV9MSK0,2025-03-02,P_BSP,CMO_BHOPAL,CUST0249,Central,Wire,TMT,Normal,49.6,Rail,390,35.1,15.0,724.2,0,0.6,652.3,4,2738.9,344.7,2286.9,6,3,0,MIX60,54,BOBRN,5,2850,2286.9,3.51,7.3,29981.57,63.5,77419.04,238.0038049,1.553228514,1134272.19,1385310.53,1,0,1,6,3,2,0.007785293143135166,0.9470707550668702,0.9961781713850382,1283929.6934011793,1371319.7175594717,0,0.0,1371319.7175594717,Road
PLANNLYDJI,2025-10-02,P_BSP,CMO_CHENNAI,CUST0265,South,Coil,HB,Normal,44.1,Rail,616,50.7,15.6,1119.6,0,0.95,1105.9,5,2213.0,1287.1,1797.6,6,4,1,RT58,65,BCNHL,6,2700,1797.6,1.63,7.1,16775.31,50.0,71146.63,151.4373559,1.770548113,1519942.53,1960566.17,1,0,1,3,10,2,0.003775297968241622,0.9866154706072408,0.9965776210992388,1551304.123540922,1951636.5873371125,0,0.0,1951636.5873371125,Road
PLANXL7VSK,2025-03-04,P_BSP,CMO_CHENNAI,CUST0254,South,Plate,A,Normal,69.7,Rail,718,44.7,16.1,816.8,0,0.79,774.6,1,8213.2,880.7,2783.8,9,4,1,RT45,42,BOST,2,2200,2783.8,3.59,14.26,79778.31,103.1,56469.34,171.8145975,1.795857007,1971032.45,3589502.24,1,0,1,1,3,4,0.0704768794725628,0.9887293879383464,0.9950460799771534,2067916.1411674484,3584130.0423237877,1,2200.0,2522134.0747708217,Rail
PLANY6C5TG,2025-03-14,P_BSP,CMO_BHOPAL,CUST0298,Central,Coil,CR,Normal,55.4,Rail,313,35.4,9.9,1119.4,0,0.67,1026.3,1,2671.5,925.7,1126.8,7,3,1,RT45,59,BOXN,0,2200,1126.8,1.1,7.87,5574.11,39.7,90229.34,255.9421994,1.604490231,769012.23,565885.09,0,0,1,4,3,14,0.0036375310479181385,0.08991706232582526,0.9966465896899757,849247.608845243,570465.9748603129,0,0.0,570465.9748603129,Road
PLAN8BKA8V,2025-01-13,P_BSP,CMO_BHOPAL,CUST0190,Central,Plate,HB,High,75.9,Rail,1312,46.6,27.8,1439.1,1,0.69,1128.4,3,2441.5,913.3,1754.7,6,4,1,RT59,66,BOBRN,10,2750,1754.7,1.56,8.33,32295.79,49.6,82058.03,279.1390185,1.915842764,2927258.68,4410588.84,1,0,1,0,1,13,0.0036552510020525088,0.9899077484786267,0.9962864146321492,2861421.6180670722,4337899.4626903245,0,0.0,4337899.4626903245,Road
PLAN0IGBV7,2025-11-03,P_BSP,CMO_CHENNAI,CUST0331,South,Coil,TMT,VIP,111.5,Rail,684,48.0,7.7,1014.5,0,0.86,977.8,4,1084.7,1431.2,3132.9,3,2,1,MIX60,59,BOBRN,10,2850,1943.4,1.99,5.88,19876.87,54.0,82847.51,158.8979907,1.442910985,2005113.18,1918040.79,0,0,1,0,11,3,0.046163911672042535,0.46129721507500443,0.9921990385856299,1827977.9302293374,1918741.919916063,0,0.0,1918741.9199160628,Road
PLANU2AJA7,2025-06-01,P_BSP,CMO_MUMBAI,CUST0314,West,Coil,CR,High,62.4,Rail,173,39.9,18.5,694.1,0,0.89,674.7,3,1585.0,1608.0,1785.0,3,5,1,RT58,42,BRN,6,2700,1785.0,2.65,6.29,17517.99,47.3,69963.3,220.24495,1.487113775,852419.24,459228.17,0,0,1,6,6,1,0.003775297968241622,0.03517528119457286,0.9949894086867465,809022.0941092019,437886.5595309818,0,0.0,437886.5595309819,Road
